movie_seq,review_seq,star_score,document,label
36,3,10,시작한 지 얼마 안되어서부터 꿈을 얘기하는데 듣다보면 눈물이 난다 그 꿈이 허황되기 때문일까 쉽게 꿈꿀 수 없는 그 꿈이 아름답기 때문일까 생각보다 묵직한 음악으로의 시작이라 좋았고 처음 들어보는 잭 에프론의 목,1
36,4,8,좀 뻔한 전개 스토리이긴 하지만 아주 재밌게 봤고 감동적이었습니다 실화 영화인 것을 생각하니 더욱 좋았습니다 가족이나 아주 친한 사람들과 함께 보면 아주 좋을 영화입니다 명대사들이 많이 나오고 기대 이상이었습니,1
36,5,10,라라랜드 보다 재밌다 만원이 넘는 비싼 뮤지컬 보다 만원이 안되는 위대한 쇼맨이 한 수 위 한해를 마무리하면서 세상을 살아가는데에는 역시 함께와 용기라는 생각을 다시 하게 해 주어서 좋았다 연말에 가족들이,1
36,6,10,생각했던 거보다 기대 이상으로 재미있었고요 노래가 나올 때마다 온몸에 소름이 돋았습니다,1
36,7,10,진짜 재미있음 라라랜드보다 잼남,1
36,8,10,   당연하면서도 울컥한 한마디였다 다른 사람들의 눈치 보느라 정작 나에 대해서는 몰랐고 그게 당연해졌었다 그들의 외침에 스스로를 몰랐던 나에게 부끄러웠고 시원했고 당당해졌다,1
36,9,10,인생영화 하나 또 나옴 연말에 가족들끼리 한번 더 봐도 너무 좋을 듯 합니다  ,1
36,10,10,휴잭맨 오프닝 대박 노래계속 따라불러요,1
36,11,10,점왜 이영화 말이 없나 했더니  이런 반전이  졸라 재밌어,1
36,12,10,화려한 쇼만 기대했다가 대반전 ㄷㄷ스토리도 끝까지 너무 좋구 ㅜ 메세지가 감동적이네여,1
36,13,10,내생애최고영화 ㅠㅠ 완벽하다정말,1
36,14,10,뮤지컬영화 중에서 가장 영상미와 노래의 탄탄한 균형이 잡힌 작품이라고 생각합니다 눈과 귀가 즐거웠고 잠시나마 동화의 세계로 들어갔다 나온 기분입니다,1
36,15,10,올해 최고의 뮤지컬 영화,1
36,16,8,양옆에서 오열하는 가운데 혼자 섹시해진 잭 에프론에 감탄하면서 봄,1
36,17,10,큰 기대 없이 보러온 건데 노래도 좋고 영상도 화려해서 볼 거리가 많았습니다 칼라일이 잘생겼어요 최근 다양성에 대한 이슈가 불거지는데 그것에 대해서도 생각해볼 거리가 있다고 생각됩니다 그리고 칼라일이 잘생겼,1
36,18,10,시간 동안 행복해 지고 싶다면 이 영화를 보세요 모두에게 초강추,1
36,19,10,주제에걸맞게구성지고재밌다휴잭맨당신을엔터테이너로임명합니다,1
36,20,10,휴잭맨은 정말 빛이났고 한명도 묻히는 캐릭터없이각자의 역할이 다 빛났어요 보통 뮤지컬영화관람하면 수록곡중  곡 정도만 좋다고 느끼는데 전체적으로 다 좋아요 ㅠㅠ발을 가만히 둘수가 없었어요 일어나서 춤추고싶더라구,1
36,21,10,마치 공연장에서 보는 느낌을 받았다 화려하고 즐거운 모든 사람은 사랑받을 자격이 있다는 것을 또 한번 깨달았으며 성장기 로맨스 가정 꿈 재능 희망모든 요소가 잘 어우러져 시간이 빨리 지나간 느낌 ㅜ 또보고싶,1
36,22,10,전개도 시원시원하고 노래도 너무 좋아요 ㅎㅎ 강추합니다 평이 좋은 이유가 있네요ㅎㅎ,1
36,23,10,올해가 가기 전 만난 최고의 영화,1
36,24,10,보면 암 왜 점인지 음악도 좋고 스토리도 너무 감동적이었음 연말에 보기에 딱 좋은 영화임,1
36,25,10,정말정말 재밌고 감동적인영화 이 영화는 꼭 극장에서 봐야 느낌을 알수있음 진짜진짜 돈이 안아까운 영화입니다진짜 꼭 보세요완전소름이 돋는 영화 입니다,1
36,26,10,연말에 어울리는 마음이 따뜻해지는 영화였어요노래가 정말 너무 좋아요 강추,1
36,27,10,연말에 너무나 잘어울리는 따뜻하고 유쾌한 영화,1
36,28,10,올해 진짜 기대작이자 필람영화는 신과함께도 아니고 도 아니고 강철비도 아닌 바로 위대한 쇼맨이다,1
36,29,10,연말에 선물같은 영화를 봐서 좋았어요ㅠㅠ,1
36,30,10,미쳤음 진짜 짱임나오늘또보러갈꺼임,1
36,31,10,위대한 쇼맨은 위대하다,1
36,32,10,너무 좋았지만 특히 음악이 대박이었어요 간만에 끝나자마자 다시 보고 싶은 영화였습니다ㅠㅠ 다음엔 사운드 좋은 관에서 볼려고요,1
36,33,10,미ㅤㅊㅕㅅ다 사실 이전에도 번넘게 돌려ㅤㅂㅘㅅ지만 근래에 또 생각나서 또보고 또감동함,1
36,34,10,내가 본 뮤지컬 영화 중 가장 최고 음악이 너무 좋음 ㅎ,1
36,35,10,음악과 퍼포먼스마다 소름 돋아요,1
36,36,10,노래도 춤도 멋져서 보는 내내 즐거웠어요,1
36,37,10,두번 세번 네번 또 보고 싶어지는 영화네요,1
36,38,10,방금 보고 나왔는데 또 보고싶다,1
36,39,10,내 인생 영화 영화관에서 번이나 봤지만 번 다 울컥하고 감동하면서 영화 다 끝난 후에도 자리에서 일어나지 못하고 여운이 가시지를 않았다 당신에게도 못 이룬 꿈이 있다면 꼭 봐야할 영화입니다 지금이라도 보러,1
36,40,10,일어나서 박수치고 싶었어요,1
36,41,10,눈과 귀가 호강하는 뮤지컬 영화 휴잭맨도 그렇고 잭에프론이랑 젠다야 매력 쩐다 ㅠㅠ 최고,1
36,42,10,저 이거 번째보는건데 왜 안질리고 점점 더 보고싶죠,1
36,43,10,영화관에서 번 본 유일한 영화입니다 번 번도 더 볼 수 있을 것 같아요 볼 때마다 온 몸에 소름이 돋고 마음이 치유돼요ㅠㅠ 정말 인생영화예요 최고입니다ㅠㅠ,1
36,44,10,최고의 뮤지컬 영화 노래와 춤 모두 좋다 단원들이 특히 레티가 사람들을 헤집고 나와서 디스이즈미를 부를 땐 넘 감동이었다,1
36,45,10,방영할 때 영화관에서 못 본 게 한이었는데 소원 성취함,1
36,46,10,몇번이나 봤는데도 너무나 감동적이에요ㅠㅠ하나도 안지루하고 너무나 노래좋아요,1
36,47,8,뻔한 줄거리 위대한 노래,1
36,48,10,진짜 잘안우는데 너무 슬퍼서 울었어요 배우분들 연기도 좋고 노래는 당연히 말할필요 없어요 올해 본 영화중 최고입니다,1
36,49,10,최고의 뮤지컬 영화 가 환상적이다 일반 관에서 본게 아쉬움 ㅠㅠ 사운드 엄청 빵빵한 극장에서 다시 보고 싶다,1
36,50,10,올해 내가 본 영화중에는 최고라 말할수 있다 레미제라블 때와 비슷한 뮤지컬 영화만의 전율과 감동을 느꼈다,1
37,0,9,깨져서 나오거나 깨고 나오거나,1
37,1,10,마지막 십분 영환관에선 침 넘기는 소리조차 들릴 정도로 몰입도가 어마어마했음,1
37,2,10,업스윙윙이 나왔을 때 한방 카라반 나왔을 때 또 한방,1
37,3,9,빡빡이 교수 주름까지 연기잘해요 보고나서 열정에 대해 자극 받을려고 봤는데 그런식의 뻔한 영화는 아니였음주인공이 한계를 넘는 장면 그리고 눈마주치는 장면은 진짜 전율와요그런데 마냥 열정에대해서 좋은점만 말하는 ,1
37,4,10,단순히 음악영화가 아니다 나는 무엇을 위해 저렇게 땀흘릴 수 있을까,1
37,5,10,어떡해 큰일났다내가 지금까지 본 영화들의 모든 평점을 하나씩 다 내리게 생겼다,1
37,6,10,한계는 내가 정하는 것이다 누가 정해주는 것도 아니고 누구한테 칭찬 받는다고 벗어나는 것도 아닌내가 정하고 내가 뚫는 것이다,1
37,7,8,그냥 미친 거 같다보는 내내 모욕과 광기에 한없이 불편한데 몰입감은 최고,1
37,8,9,스릴러보다도 몰입해서 봐쓰요,1
37,9,10,악에 바친 음악영화총칼없는 스릴러,1
37,10,10,내가 핫바지로 보이냐 ㅎㅎ,1
37,11,8,미친 선생 미친 제자 미친 연주,1
37,12,10,일생일대의 최고의 영화이고 마지막의 분이 나를 울렸다 최고에 드럼연주였다,1
37,13,9,초도지루한적이없었다,1
37,14,9,타인에 대한 공감이 빠진 최고가 왜 위험한지 보여주는 영화 최고를 추구한다는 것때문에 빠질 수 있는 궁극적 함정을 여러모로 생각하게 하는 두 주인공의 연기에 경의를 표하고 싶을 정도,1
37,15,10,평점 점중 점온몸에 전율과감동으로 짜릿했어요 최고가 되겠다는 인간의집념이 당사자도 놀라운힘을 발휘하게하지만 지켜보는사람에게도 엄청난에너지를 준다는걸 새삼느끼게되네요,1
37,16,10,단순한 꿈과 열정에 관한 영화는 아닌것 같습니다 주인공은 드럼에 미쳤지만 여친과 헤어지고 친척들과 멀어지고 하는 것들이 뭔가 안쓰럽기까지 했습니다 미친광기어린 열정에 동감하면서도 그게 과연 행복한 인생으로 가,1
37,17,10,몰입도최고 짱짱이다,1
37,18,10,마지막 연주는 정말,1
37,19,9,음악하는친구랑 봤는데 처음부터 끝까지 울더라구요,1
37,20,10,잼있네요 진짜루요 진짜 잼있음,1
37,21,10,오랜만에 영화보면서 심장이 뛰었다,1
37,22,10,미친놈과 미친놈의 만남이 이렇게 흥미로울줄이야,1
37,23,3,남자둘이 싸이코같습니다,0
37,24,10,마지막에선 다리가 떨리고 정신이 혼미해지고 오금이 저려지고 그와중에 심장은 두근거리고,1
37,25,10,겨울왕국과 비긴어게인을 잇는 상업 음악영화랄 지라도 그 연주는 점을 줘도 아깝지 않음,1
37,26,5,그냥 누가 더 미쳤는지 시합하는 영화,0
37,27,10,여운이 남는 영화,1
37,28,10,오히려 교수 본인이 자극제였을 뿐 결국 한계는 내가 깨는거다 제대로 알려주지도 않고 화만 내는데 뭘 노력했다는건지 모르겠음 주인공에게 감동받은 것은 혼나지 않으려고 노력하는 것이 아니라 본인의 드럼에 대한 자부심,1
37,29,10,내인생 최고의 영화중 하나 정말 재밌으니 보삼 알바아님,1
37,30,8,교수랑 남주랑 지지고 볶고 둘이 사귀면됨 둘다 서로 성격 받아줄 사람은 서로 밖에 없다,1
37,31,10,간만에 카타르시스를 느낄수있는 영화였습니다ㅋㅋ 강츄할만하네요,1
37,32,10,둘다 진짜 장난아니네요,1
37,33,6,개인적으로는 보는내내 불편했던 작품,0
37,34,1,보는내내 불편하다가 뚝 끝남,0
37,35,10,진심으로 강렬한 결말 음악영화를 가장한 최고의 스릴러,1
37,36,10,진짜 ㅋㅋㅋ 함부로 예측하지 마세요 ㅋㅋㅋㅋ 엄청 손에 땀을 쥐고 보게하는 영화에요 강추입니다,1
37,37,9,몰입도 있는 영화라는 말 완전공감아직도 드럼소리가 귓가에서,1
37,38,8,한 명의 천재를 길러내기 위해 명의 정신적 피해는 아랑곳하지 않는 싸이코 선생과 최고가 되기위해 물불 가리지 않는 제자의 이야기,1
37,39,9,자극제가 되는 영화 그래서 나는 이 시간에도 안자고 있다,1
37,40,9,나도 열심히 살아야 것다,1
37,41,10,이건 꼭 영화관에어 봐야한다재능있는 학생과 자극을 줄수있는 선생이 만나면어떻게 되는지 잘 보여준다,1
37,42,10,영화를 보다가 어느순간 숨 죽이고 보고있는 내자신을 발견하고 숨한번 내쉬기전에 다시 숨 죽이고 보게된다,1
37,43,10,마지막 분의 전율 최고,1
37,44,10,몰입감 영상 전달력 정말 영화관에서 보다가 소리 지를뻔 했습니다,1
37,45,9,근래 본 영화 중 최고의 몰입감을 준 영화였음,1
37,46,8,주인공 처럼 한분야에 열정있게 쏟아보고 싶다 후회없이,1
37,47,10,미친 영화같았어요 남자친구가 드럼치는데 많은부분이 공감갔었다하더군요,1
37,48,10,열정 집념 독기 그 자체 이 영화를 욕하는 사람이 있다면 무언가에 지독하게 매달린 적 없이 흐르는 대로 살아온 그저 그런 사람이 분명함,1
37,49,9,한계를 넘는 데에 낭만은 없다,1
37,50,9,멈추지마 멈추지마 하는 생각뿐이었음,1
38,0,9,인류발전에 엄청난 기여를 했던 아까운 천재의 실화네요,1
38,1,9,연기 짱 실화바탕이라 실감남,1
38,2,8,암호학의 역사에서 항상 언급되는 애니그마  마리안 르옙스키로 대표되는 폴란드 해독팀이 결국 애니그마를 해독했으나 해독방식의 문제로 독일의 폴란드 침공시 가까스로 프랑스로 탈출 애니그마 복제품을 영국에게 넘겨주면서,1
38,3,9,그 누구보다 위대하고 뛰어났지만 외로울 수 밖에 없었던 사람,1
38,4,10,위인전같은 영화입니다 꼭봐보시길,1
38,5,10,내가 아는 실화 중에 이렇게 영화보다 더 영화같은 스토리는 없었다 단연컨데 레전드영화다무슨말이 필요하랴재밌다 봐라,1
38,6,9,살짝 지루한 듯 하지만 이미 빠져있는 느낌,1
38,7,8,명불허전 컴버배치 지루하지 않게 두시간이 흘러갔어요  ,1
38,8,10,굳입니다 그냥 아앙당다,1
38,9,8,베컴 연기잘하네요ㅋㅋ,1
38,10,9,키이라 나이틀리 너무 예뻐요 ,1
38,11,10,보고나서 그래서 뭐 라던가 밋밋하다고 할 수 있지만 깔끔하고 담백한 영화를 찾는다면 바로 이 작품이 아닌가 싶습니다  딱 포인트만 짚고 더이상의 불필요한 추상적인 혹은 예술적인 요소가 별로 ,1
38,12,8,컴버배치와 고독한 천재의 싱크로율 만점 영화 내에서 암혹 해독으로 느끼는 희열 자체는 미지근,1
38,13,9,매우 잘된 영화다 앨런 튜링의 역사적 역할이 사실적이고 긴장감 있게 형상화되었다,1
38,14,10,말이필요없음그냥 가서 봐야돼,1
38,15,10,자고로 영화는 이래야한다고 생각드네요 간만에 재밌는 영화를 만난듯완전 꿀잼이에요,1
38,16,10,실화라는게 정말 믿어지기 힘들정도 살짝 지루하지만 정말 봐야하는 영화같아요,1
38,17,10,정말로 재미있는 영화로 돈이 전혀 아깝지 ㅤㅇㅣㄶ습니다오넬 봤는데요아카데미 여개부문 노미네이트 된 그 값어치가 충분히 있네요점 만점에 점으로 보게되면 전혀 후회하지ㅤㅇㅣㄶ을 영화이며 정말로 재밌는영화 봤다고 자,1
38,18,10,애플사의 애플이 한 입 베어문 모양인 이유는 앨런튜링이 사과에 청산가리 묻혀서 한 입 베어 먹고 생을 마쳤기 때문,1
38,19,10,베네딕트 마지막 부분연기에 감동 받았음ㅜ,1
38,20,10,이테이션게임 잼 베네딕트 굳,1
38,21,9,왜 흥행하는 배우의 연기를 봐야하는지 이해가 되는영화,1
38,22,10,진짜 다좋았는데 에니그마에 대한 설명이 부족해서 아쉽다,1
38,23,9,시대를 앞선 불우한 천재에게 경의를 보낸다 천재에 대해 다시 한번 생각하게 하는 영화,1
38,24,9,튜링테스트의 주인공,1
38,25,10,실화는 무조건 진리 주연배우의 연기 또한 연기인지 구분이 안갈 정도 만명을 살린 영웅의 비운의 삶,1
38,26,10,베니의 연기력에일단박수를,1
38,27,10,결말이 비극적이어서 아쉽지만 정말 많은 생각을 하게했던 영화에요 가볍게 보다 좀 무겁게 볼 영화라고 생각되네요 추천합니다,1
38,28,10,잔잔함에서오는무거움,1
38,29,10,오락영화라기보단 고독한 천재의 내면묘사로 흘러가는잔잔한 그러나 배우들의 연기는 엄청 뛰어났다,1
38,30,9,재밌게 잘 봤어요 큰기대없이 봤었는데 괜찮네요,1
38,31,9,아주 감동적인 영화입니다강추합니다,1
38,32,9,베네딕트 컴버배치의 천재연기 훌륭했습니다 그리고 앨런튜닝이라는 분에 대해 알게된 좋은 영화,1
38,33,7,컴버배치를 좋아하신다면 추천,1
38,34,10,한명이 구한 수천만의 실화그러나 그사실을 아는람은없고 아이러니하게 본인이구한 사회의 미성숙한 법에의해 살해당하는은필요없고 그냥 개잼있음,1
38,35,10,두번을 보아도 돈과 시간이 아깝지 않았다 베니의 연기는 미쳤다,1
38,36,10,꼭 보세요 시간이 아깝지 않은 영화입니다,1
38,37,10,우리가 몰랐던 영웅 앨런튜링 그의 삶을 베네딕트 그가 완벽하게 담아 냈다 멋진연기에 진짜 앨런의 감정을 영화를 보며 느낄수 있었다,1
38,38,10,역시 믿고보는 베네딕트,1
38,39,10,마치 쉰들러 리스트를 보는 느낌이랄까요,1
38,40,10,끝으로 갈수록 소름보길잘했어요 추천추천베네딕트 키이라나이틀리 연기대박,1
38,41,7,평범함에 대해 감사하게되는 영화였습니다 많은 의미를 내포하고 있는 영화네요 오랜만에 생각할 거리를 만들어준 영화였습니다 하지만 중간중간 시간 이동이 좀 산만하게 보였습니다 그래도 괜찮은 영화였어요,1
38,42,10,잊혀졌던 영웅의 재발견,1
38,43,10,알랭튜링에대해서알고싶으신분들어게추천합니다,1
38,44,9,수학논리적 사고력을 키울수 있는 영화이면서 역사에 대한 안목까지 높일 수 있는 급 영화입니다,1
38,45,10,실화를바탕으로한영화비운의천재,1
38,46,10,베네딕트 연기력 좋아요,1
38,47,10,전체를 보는 능력은 듀링이 가장 넓었던 것같다,1
38,48,9,베네딕트 컴버배치는 항상 믿고보는듯,1
38,49,10,재미있었다 베네딕트 연기 정말 잘했다,1
38,50,9,역시베네딕트 컴버배치 ㅠㅠ 아 전부 재밌었어염,1
39,0,7,아주 다들 사랑꾼들이여,1
39,1,2,ㄹㅇ내가여태본 마블영화중 가장 재미없었다,0
39,2,1,히로시마 감성팔이 극혐,0
39,3,7,마블 페이즈의 발판인가 지뢰인가 그것은 나중에 알게 되겠지,1
39,4,7,서사가 너무 많은게 흠이었지만 서사가 아예 없었던 베놈보단 백만배 낫다,1
39,5,6,솔직히 나는 그들이 돌아오지 않았으면 좋겠다 영원히,0
39,6,1,한마디로 재미없음 머글들을 타겟층으로 했다기엔 액션이 매우 별로고 그렇다고 마블 덕후들을 타겟층으로 했다기에는 캐릭터들의 관계성이 전혀 안 드러남 그래서 전에는 어벤져스 어셈블하면 살짝 오글거리긴 해도 히어로물,0
39,7,1,토마토가 썩은 이유가 다 있구나 감상 포인트 없는데 뭘 자꾸 추천하래,0
39,8,2,베놈 샹치보다도 심각하게 재미없음 빨리끝나기를 기도하게 만드는 급 이터널스가 돌아온다는데 안돌아왔으면 좋겠음,0
39,9,10,세계관 확장 흥미진진 코믹북에서 보던 인물들을 에서 보니 엄청 반가움,1
39,10,2,마블의 시대는 갔다 이 네이버 평점 사기단은 뭐야ㅡㅡ 각본 쓴 사람 반성해야 제작비가 적게 든게 아닌걸로 보이는데 돈 낭비다,0
39,11,4,좀 서사 깊은 파워레인저 같았어요,0
39,12,1,개연성 개떨어짐 그냥 감정이면 다 됨,0
39,13,1,사람을 정말 편하게 해준다요즘 잠이 좀 부족했는데,0
39,14,1,롤러코스터인 척 하는 회전목마,0
39,15,1,야이씨 드릅게 재미읍다아아 진심 보다보다 도저히 못참겠어서 그냥 나가자고 했음 끝끝내 참고버린 내 시간ㅋ,0
39,16,1,아 개연성 진짜 도 없어요 불멸ㅎ 지금까지 봤던 마블영화중 최악,0
39,17,2,온갖 내용을 다 담겠다는 과욕을 연출이 못받쳐주는데다 마블 특유의 화려함도 없고 유머도 숙연함 쓸데없는 장면 다 쳐내고 한시간 반으로 만들었어야지 이런 내용으로 두시간 반은 고문임,0
39,18,2,다양한 인종과 인간의 다양성을 담고 다양한 고정관념과 멍청한 역사의식도 같이 담아버린 파워레인져,0
39,19,4,스폰지밥 와장창 특공대가 더 재밌는듯,0
39,20,2,아 ㅜ 심지어 보다가 졸았다는너무 기대했나봄 ㅠ,0
39,21,1,아나의 마블이 사라졌다,0
39,22,4,마블역사상 최악의 결과물 거품감독,0
39,23,4,명절 가족싸움 보는 느낌 너무 재미없음 ㅠㅠ 지루하고  억지스러움,0
39,24,1,앤드게임을 만든 마블 맞나 그 전율 어디감,0
39,25,1,내 생애 최악의 영화 두시간 반 앉아있기 너무 힘들었다 괴로웠다 진심,0
39,26,1,아씨 기대 좀 햇는데 그냥 넷플릭스 보는게 낫다아 동석이형ㅠㅠ,0
39,27,1,너무 재미없음 지루함,0
39,28,2,내가 웬만한 졸작도 재밌게 보는데 마블한테 실망했다ㅡㅡ,0
39,29,3, 앞으로 나올 후속작들의 밑밥 까는 첫 편인거 감안하고도 내용 전개 매우 지루하고 액션도 그다지 큰 의미가 없음   개인적으로 정말 마블 팬이라어벤져스 마지막편 번 봄 마동석 배우님 정말 좋아하,0
39,30,4,제가본 마블중 제일 재미 없어요  드라마같은 액션영화  스토리구성도 너무 늘어집니다  기대하고봤는데 실망후속편 나와도 안볼듯요,0
39,31,2,최악 세줄로 요약 가능 왕좌의게임 스타크가문의 재회 졸리는 영원하다 그리고 걸어서 세계속으로 관람 후 머리 속에 남은 장면들 남들은 눈에서 레이저 쏘고 손에서 칼 나오고 난리났는데 마동석은 마,0
39,32,2,마블 세계관이 너무 갔다,0
39,33,1,많은 등장인물들의 심리를 다뤄서 지루함 과거 회상씬과 현재 교차편집이 왔다갔다 정신 없음 담엔 히어로영화 감독으로 클로이 자오 완전 비추 참 히로시마 원폭 보며 우는 장면 빡침 전범국 옹호는 하지말자 마블,0
39,34,1,진짜 어이가 없고 웃음이 나옴ㅋㅋ,0
39,35,1,내 취향 영화는 아니였음,0
39,36,2,훔 마블도 이제 안녕인가,0
39,37,6,노잼이다 너무 실망이다,0
39,38,2,많은 캐릭터를 어찌할줄 몰라 중구난방에 따라갈 감정선이랄 것도 없구나,0
39,39,1,아 진짜 뭐 이런 영화가,0
39,40,1,호크아이 단독 영화 나오면 그게 더 재밌을 듯,0
39,41,1,마블에서 이런 영화라니  스토리 구성도 왜이렇게 했을까 안타까움,0
39,42,1,히로시마에서 최악 창문열고 만원 던지는게 더 재밌음 평점으로 위에 큰나라 내용나오면 글 삭제되네용ㅇㅅㅇ,0
39,43,1,꼭 보세요 저만보기 아쉽네요,0
39,44,1,그냥 재미가없습니다 개연성도 하나도 없구요,0
39,45,2,하정말 시간아깝내,0
39,46,2,방대한스토리를 풀어내기에 급급 감독의 중요성이 너무보였던마블역대 최악의 쓰레기영화가 될듯 원작의 케릭터구성을 살리기는 커녕 창작을 해놓으셨는데 왕실망 마블리때매저도 봤지만 외국힘케들이많았는데도불구,0
39,47,1,역대급 마블 노잼영화 개연성 는 볼만함 누가누군지모르겠음,0
39,48,10,우주의 혁명가 타노스 그는 옳았다 다 죽을 뻔하거 반으로 살ㅤㄹㅣㅆ네,1
39,49,5,클로이 자오가 이렇게 못찍을줄은 몰랐다,0
39,50,1,지루한건 그렇다치고  히로시마 원폭이 갑자기 왜나와 미국이 제작하고 감독은 중국사람인데 전범국 일본을 옹호하냐 일본이 피해자야 일본은 군국주의 망령으로 아시아 여러나라에 전쟁을 일으킨 가해자인 전범국인,0
40,0,10,나의 어렸을적 상상의 친구는 누구였을까  빙봉ㅜㅜ,1
40,1,9,우리는 성숙 이라는 단어로 얼마나 많은 슬픔이들을 가둬왔을까,1
40,2,10,픽사다운 영화 아동만 보는 애니메이션이 아닌 전세대 통틀어 볼수있다는 애니이자 느끼는 바가 많은 영화이다 모든게 조이다운 감정이 아닌 때로는 슬픔도 있기에 같이 감정을 느끼는 조,1
40,3,9,가장 기억에남는 빙봉빙봉,1
40,4,10,애들보단 어른용인듯,1
40,5,10,빙봉이 사라질때 너무 슬펐다 내 안의 사라진 빙봉이 겹쳐져서,1
40,6,9,창의력의 섬이 반짝반짝 빛나는 영화,1
40,7,10,슬픔없이는 기쁨도 없다,1
40,8,10,진짜 보면서 웃다울다봄 ㅠㅠ 우는거 참느라 힘들엇음,1
40,9,10,나는 그늘이 없는 사람을 사랑하지 않는다,1
40,10,10,감독은 이 영화를 자신의 아이들에게 바친다고 했지만 영화속 감동의 울림은 아이들이 느끼는 그것과 이립의 나에게 주는 그것이 사뭇 다르리라 매너리즘에 빠져 방황하던 픽사의 절치부심이 느껴진다 돌아온 그들이 상상력에,1
40,11,9,가볍게 보기에는 아쉬운 영화 음악에 성우들의 연기력 신선한 소재에 사람 하나를 가지고 만든 세계관이 흥미로웠다 아쉬운 것은 하고싶은 이야기는 많은데 러닝타임이 안따라준다는 느낌,1
40,12,10,말이 필요없다재미 감동 교훈 박자가 이렇게까지 잘 어우러진 작품은 살면서도 몇 본 적이 없다,1
40,13,10,주인공 부모님의 메인감정이 다른걸보고 소름이돋았다 정말 디테일하게 잘만들었구나지금의 나를 만들기위해나는 얼마나 많은 나를 잊고 버리며 성장했을까,1
40,14,10,살이되어 애니메이션을보고 인생경험을 해봅니다,1
40,15,10,봉봉이 사라질때 눈물이 ㅠㅠ,1
40,16,10,당신이 픽사 애니메이션 볼 때 느낀 감정을 다 느낄 수 있습니다,1
40,17,10,지루해보이는 주제로 어떻게 풀어나갈지 궁금했는데 정말 재밌고 감동적이에요,1
40,18,10,픽사가 관뚜껑차고 나오는 영화,1
40,19,8,신선한소재였고 상상력 풍부,1
40,20,10,심리학적으로 정말 잘만든 영화입니다어릴적이 생각나면서 현재를 돌아보게합니다,1
40,21,10,어른을 위한 영화입니다 작가와 감독은 인간에 대한 이해를 완벽히 한 분들 같아요 간만에 가슴뭉클함을 느낄수 있었네요 우리의 감정은 어느하나 버릴것 없이 반드시 필요한 것이고 슬픔도 필요하단걸 새삼 깨닫게됩니다,1
40,22,10,표현에서의 창의성은 타의 추종을 불허,1
40,23,10,기억속 예전의 아빠가 보고싶어졌다,1
40,24,10,일차원적인 감정이 점점 복잡해지며 커가는 내용을 잘 보여준듯합니다 학년된 딸아이는 그래도 나름 이해하면서 보더군요 신랑이랑은 울면서 봤네요 아주어릴적부터 산타의존재를 믿지않던조금은염세적인저도어릴적어딘가에빙봉과,1
40,25,10,역시 픽사 감동사냥꾼 ㅠㅠ,1
40,26,10,재미있는 심리치료 세션,1
40,27,9,빙봉 ㅠㅠ 빙봉빙봉 무지개 우주선타고 빙봉,1
40,28,10, 번방의 선물보고도 안울었는데 이건 찔끔 했다 흙흙,1
40,29,10,인간이 어떻게 이루어져있는지를 참신하게 풀어냈네 아이구 기특해,1
40,30,10,강추 가볍게 보려고 했는데 생각해볼만한 명장면이 많았다 넘 공감될뿐더러 재미도 있음,1
40,31,10,굉장히 설득적인 비유와 상징이었다 슬픔이 일종의 공감능력을 주관하고 나아가 이성을 주관한다는 점에서 엄마머리속에 슬픔이가 메인 조종간을 쥐고 있다는건 매우 설득적이었다 물론 아빠 머릿속에서 메,1
40,32,9,보이지 않은걸 보이게 만든 영화 정말 잘 만든 영화,1
40,33,10,역시 디즈니다 아이들이보면 신나는 꿈동산같고 어른들이보면 어릴때 나의 기억을 돌아보고 감정을 생각해보고 스스로가 스스로를 다시 생각해보게 되는것 같다 감정표현과 시각적이미지를 완벽히 적절하게 연결시켜 만들어진,1
40,34,10,웃다 울다 시간가는줄 몰랐음 올해 최고의 영화,1
40,35,10,사람의감정은 하나로만 표현해선안된다 지금당신마음속의 감정은 고루 표현이가능한가,1
40,36,10,우리에게 모든 감정이 제대로 작용될 때만 온전한 삶을 살 수 있다 어떤 것도 값지지 않은 것은 없다 가끔 방구석에 혼자 울고 있을지라도 시간이 지나고 보면 그게 다 나에게 의미있는 일이였기를,1
40,37,10,아이들과함께 보았는데 각자 공감하는부분이 다를수있었겠지만 모두 너무잘보았습니다잘만들어진영화예요,1
40,38,10,유치하지 않은 명작이었다,1
40,39,10,이별장면에서 극장안에 모두가 훌쩍감정들이 관객들을 들었다 놨다 최고입니다 두번봐야징 ㅋ,1
40,40,9,어떤 감정이든 조화를 이루는 게 중요한 것 같아요,1
40,41,10,가족모두가함께봐도좋을만큼 너무좋은영화 다섯살딸아이도 집중해서끝까지볼만큼 오랫만에 좋은 영화관람이었다,1
40,42,10, 다음으로 내기억에 남을 애니메이션,1
40,43,10,여자친구와 싸우고 금방 풀수있었습니다 짱좋았던 영화 강추합니다,1
40,44,10,즐거움만이 아니라 슬픔도 내 마음인 걸 인정하기,1
40,45,10,아이때문에 보고 어른이 감동받는 영화,1
40,46,9,우리 머리속에서 생각하던 감정들이 진짜 살아서 지시를 내리는 느낌이 들었다고 하네요아이들에게 또 하나에 상상을 펼쳐준 좋은 영화 같아요감사합니다,1
40,47,10,최고최고최고최고최고입니다,1
40,48,10,애니메이션 만화영화를 좋아해왔지만 이렇게 몰입했던 영화는 처음인것같습니다 꼭 다시보러 갈거예요,1
